nameOrig,last_step,Recency,Frequency,MonetarySum,MonetaryAvg,R_Score,F_Score,M_Score,RFM_Total,Segment
C1200341884,450,356,4.0,97295.04122963615,24323.760307409037,4,4,3,11,Champions (핵심 VIP)
C1203827991,323,483,3.0,501246.3444641944,167082.11482139814,3,4,4,11,Champions (핵심 VIP)
C1204003781,350,456,4.0,596623.4223402177,149155.85558505444,4,4,4,12,Champions (핵심 VIP)
C1205735197,375,431,5.0,80468.72932082086,16093.745864164172,4,4,3,11,Champions (핵심 VIP)
C1206377872,278,528,5.0,8115587.5229617,1623117.50459234,3,4,4,11,Champions (핵심 VIP)
C120698431,297,509,3.0,942691.9815765584,314230.66052551946,3,4,4,11,Champions (핵심 VIP)
C1207745322,784,22,5.0,512455.82171911665,102491.16434382333,4,4,4,12,Champions (핵심 VIP)
C1208067751,441,365,3.0,119095.33734913186,39698.44578304396,4,4,3,11,Champions (핵심 VIP)
C1208087420,688,118,5.0,333399.6319596561,66679.92639193122,4,4,4,12,Champions (핵심 VIP)
C120893436,254,552,4.0,2560671.547731714,640167.8869329285,3,4,4,11,Champions (핵심 VIP)
C1209190797,260,546,3.0,383623.8852632604,127874.6284210868,3,4,4,11,Champions (핵심 VIP)
C1209312584,422,384,5.0,253190.46779616192,50638.09355923238,4,4,4,12,Champions (핵심 VIP)
C1209531353,252,554,5.0,472110.21552132245,94422.04310426449,3,4,4,11,Champions (핵심 VIP)
C1210763384,264,542,4.0,681686.5672133451,170421.64180333627,3,4,4,11,Champions (핵심 VIP)
C121185077,452,354,3.0,348320.7169431065,116106.90564770217,4,4,4,12,Champions (핵심 VIP)
C1212012704,330,476,5.0,845483.9535132307,169096.79070264613,3,4,4,11,Champions (핵심 VIP)
C1212022906,417,389,3.0,125340.15942353729,41780.053141179094,4,4,3,11,Champions (핵심 VIP)
C1213269986,346,460,5.0,208960.93161111558,41792.18632222312,3,4,4,11,Champions (핵심 VIP)
C121399350,399,407,4.0,62657.41472633398,15664.353681583494,4,4,3,11,Champions (핵심 VIP)
C1214497761,422,384,3.0,781276.9135782104,260425.63785940348,4,4,4,12,Champions (핵심 VIP)
C1215115882,519,287,3.0,504016.5233963824,168005.50779879413,4,4,4,12,Champions (핵심 VIP)
C1217213546,287,519,4.0,1323501.8469614193,330875.46174035483,3,4,4,11,Champions (핵심 VIP)
C1217396057,304,502,3.0,225122.272752904,75040.75758430133,3,4,4,11,Champions (핵심 VIP)
C1217844514,349,457,3.0,949457.5568060551,316485.85226868506,4,4,4,12,Champions (핵심 VIP)
C1219717804,353,453,3.0,163179.80937695858,54393.26979231953,4,4,3,11,Champions (핵심 VIP)
C1219990439,281,525,4.0,281083.6797836973,70270.91994592432,3,4,4,11,Champions (핵심 VIP)
C1220110052,308,498,3.0,1087166.1990505916,362388.7330168639,3,4,4,11,Champions (핵심 VIP)
C1221078590,377,429,5.0,1131188.7829181668,226237.75658363337,4,4,4,12,Champions (핵심 VIP)
C1221739712,471,335,4.0,233776.74066459743,58444.18516614936,4,4,4,12,Champions (핵심 VIP)
C1221772006,379,427,3.0,141869.865930699,47289.955310232996,4,4,3,11,Champions (핵심 VIP)
C1222360859,403,403,5.0,107031.48382894017,21406.296765788033,4,4,3,11,Champions (핵심 VIP)
C1224800061,355,451,5.0,2705049.2614728324,541009.8522945665,4,4,4,12,Champions (핵심 VIP)
C1226039356,262,544,3.0,457390.6656461366,152463.55521537887,3,4,4,11,Champions (핵심 VIP)
C122604440,467,339,4.0,472162.31138901913,118040.57784725478,4,4,4,12,Champions (핵심 VIP)
C1227069614,403,403,3.0,1825152.2004082506,608384.0668027502,4,4,4,12,Champions (핵심 VIP)
C1227639194,323,483,5.0,611313.6613688535,122262.7322737707,3,4,4,11,Champions (핵심 VIP)
C1229288821,253,553,3.0,1615461.154453821,538487.051484607,3,4,4,11,Champions (핵심 VIP)
C1233426760,420,386,4.0,1127679.9991371226,281919.99978428066,4,4,4,12,Champions (핵심 VIP)
C1233999903,260,546,5.0,629627.983404865,125925.596680973,3,4,4,11,Champions (핵심 VIP)
C1235443380,278,528,3.0,874533.002475207,291511.000825069,3,4,4,11,Champions (핵심 VIP)
C1235578266,282,524,5.0,692716.7381551936,138543.34763103872,3,4,4,11,Champions (핵심 VIP)
C1235809876,328,478,5.0,1146298.7321263044,229259.74642526088,3,4,4,11,Champions (핵심 VIP)
C1236269935,395,411,4.0,1288407.613318412,322101.903329603,4,4,4,12,Champions (핵심 VIP)
C1238431835,370,436,5.0,47682.47110133981,9536.494220267963,4,4,3,11,Champions (핵심 VIP)
C1242217865,325,481,4.0,811148.72115747,202787.1802893675,3,4,4,11,Champions (핵심 VIP)
C1242881476,283,523,3.0,405437.82126545894,135145.94042181966,3,4,4,11,Champions (핵심 VIP)
C1244366024,408,398,3.0,505645.24508421985,168548.41502807327,4,4,4,12,Champions (핵심 VIP)
C1244606664,427,379,3.0,693102.0342137925,231034.01140459752,4,4,4,12,Champions (핵심 VIP)
C1244792771,403,403,3.0,891428.4976264159,297142.83254213864,4,4,4,12,Champions (핵심 VIP)
C1245973682,444,362,3.0,521425.09941765026,173808.3664725501,4,4,4,12,Champions (핵심 VIP)
C1246736008,572,234,4.0,751121.3079080601,187780.32697701504,4,4,4,12,Champions (핵심 VIP)
C1248017906,419,387,5.0,2472374.214834714,494474.84296694276,4,4,4,12,Champions (핵심 VIP)
C1251633823,445,361,5.0,80565.24284183946,16113.04856836789,4,4,3,11,Champions (핵심 VIP)
C1254063776,399,407,3.0,202530.8531416386,67510.2843805462,4,4,4,12,Champions (핵심 VIP)
C1254966359,277,529,3.0,299324.20113913395,99774.73371304465,3,4,4,11,Champions (핵심 VIP)
C1255833116,451,355,3.0,81625.99942709846,27208.666475699487,4,4,3,11,Champions (핵심 VIP)
C1256693179,255,551,5.0,1288038.613210302,257607.72264206043,3,4,4,11,Champions (핵심 VIP)
C1257098755,527,279,5.0,4875559.198037377,975111.8396074753,4,4,4,12,Champions (핵심 VIP)
C1257210009,258,548,3.0,659490.0978081799,219830.03260272663,3,4,4,11,Champions (핵심 VIP)
C1257655281,312,494,4.0,1101623.0854248349,275405.7713562087,3,4,4,11,Champions (핵심 VIP)
C1257947650,446,360,5.0,80654.44017062054,16130.888034124107,4,4,3,11,Champions (핵심 VIP)
C125824878,302,504,4.0,749768.8636860752,187442.2159215188,3,4,4,11,Champions (핵심 VIP)
C1258694799,455,351,5.0,87659.80895888447,17531.961791776896,4,4,3,11,Champions (핵심 VIP)
C1259264538,402,404,5.0,1652666.17429156,330533.234858312,4,4,4,12,Champions (핵심 VIP)
C1260080272,643,163,5.0,2385552.998000402,477110.5996000804,4,4,4,12,Champions (핵심 VIP)
C1261263265,449,357,5.0,2931437.717296538,586287.5434593076,4,4,4,12,Champions (핵심 VIP)
C1261984981,401,405,5.0,85405.26011841305,17081.05202368261,4,4,3,11,Champions (핵심 VIP)
C1263112287,252,554,5.0,2084044.4047132495,416808.8809426499,3,4,4,11,Champions (핵심 VIP)
C1263876160,322,484,4.0,1166938.5045244861,291734.62613112153,3,4,4,11,Champions (핵심 VIP)
C1264932467,298,508,5.0,557343.5988020757,111468.71976041514,3,4,4,11,Champions (핵심 VIP)
C1267134899,393,413,3.0,75462.51043080608,25154.170143602027,4,4,3,11,Champions (핵심 VIP)
C1267368018,474,332,5.0,149117.24628556982,29823.449257113964,4,4,3,11,Champions (핵심 VIP)
C1268283368,447,359,5.0,163236.27492671128,32647.254985342257,4,4,3,11,Champions (핵심 VIP)
C1268797117,401,405,3.0,183156.87407950326,61052.291359834424,4,4,3,11,Champions (핵심 VIP)
C1269434745,422,384,4.0,861133.2142176204,215283.3035544051,4,4,4,12,Champions (핵심 VIP)
C1269633809,407,399,4.0,5049069.606901785,1262267.4017254463,4,4,4,12,Champions (핵심 VIP)
C1270658938,322,484,5.0,1569058.7766207964,313811.7553241593,3,4,4,11,Champions (핵심 VIP)
C127169699,540,266,3.0,435499.54569303326,145166.5152310111,4,4,4,12,Champions (핵심 VIP)
C127203506,668,138,4.0,557449.9017445438,139362.47543613595,4,4,4,12,Champions (핵심 VIP)
C127219348,377,429,3.0,49541.414545125655,16513.804848375217,4,4,3,11,Champions (핵심 VIP)
C1272553785,479,327,4.0,1397255.7106546713,349313.9276636678,4,4,4,12,Champions (핵심 VIP)
C127273434,279,527,3.0,782982.9679952055,260994.32266506852,3,4,4,11,Champions (핵심 VIP)
C1272942845,288,518,3.0,884288.8837493667,294762.96124978893,3,4,4,11,Champions (핵심 VIP)
C1273003000,275,531,4.0,203993.55031484523,50998.38757871131,3,4,4,11,Champions (핵심 VIP)
C1273249410,283,523,4.0,551122.367140106,137780.5917850265,3,4,4,11,Champions (핵심 VIP)
C1274438656,468,338,4.0,61715.17355810797,15428.793389526993,4,4,3,11,Champions (핵심 VIP)
C1274561020,431,375,5.0,3642620.137653918,728524.0275307836,4,4,4,12,Champions (핵심 VIP)
C1274662906,740,66,3.0,431205.1111336082,143735.03704453606,4,4,4,12,Champions (핵심 VIP)
C1275423777,276,530,4.0,1012469.134382459,253117.28359561475,3,4,4,11,Champions (핵심 VIP)
C1276269175,253,553,3.0,294052.1311377124,98017.37704590413,3,4,4,11,Champions (핵심 VIP)
C127845871,594,212,3.0,157798.8556048754,52599.61853495846,4,4,3,11,Champions (핵심 VIP)
C1280205481,330,476,4.0,283143.3344889395,70785.83362223487,3,4,4,11,Champions (핵심 VIP)
C1281686853,304,502,5.0,997914.6898228308,199582.93796456617,3,4,4,11,Champions (핵심 VIP)
C128212467,356,450,4.0,351927.77089386235,87981.94272346559,4,4,4,12,Champions (핵심 VIP)
C1282150663,280,526,4.0,1031752.9436054811,257938.23590137027,3,4,4,11,Champions (핵심 VIP)
C1282328534,259,547,4.0,668021.4799761849,167005.36999404622,3,4,4,11,Champions (핵심 VIP)
C1282558237,400,406,5.0,746747.7775499766,149349.55550999532,4,4,4,12,Champions (핵심 VIP)
C1282678488,496,310,5.0,450322.1897869215,90064.4379573843,4,4,4,12,Champions (핵심 VIP)
C1282887419,448,358,5.0,1281868.1583618221,256373.63167236443,4,4,4,12,Champions (핵심 VIP)
C1283726133,403,403,4.0,377593.9047647501,94398.47619118752,4,4,4,12,Champions (핵심 VIP)
C1283864169,598,208,3.0,1214913.6203818303,404971.2067939434,4,4,4,12,Champions (핵심 VIP)
C1284037117,329,477,4.0,437815.65786108223,109453.91446527056,3,4,4,11,Champions (핵심 VIP)
C1285660642,301,505,3.0,711411.1595313031,237137.05317710104,3,4,4,11,Champions (핵심 VIP)
C1285802067,478,328,4.0,321681.7335277598,80420.43338193995,4,4,4,12,Champions (핵심 VIP)
C1285956519,472,334,4.0,1305456.2303149009,326364.0575787252,4,4,4,12,Champions (핵심 VIP)
C1286174481,300,506,4.0,365351.11455483537,91337.77863870884,3,4,4,11,Champions (핵심 VIP)
C1286407060,278,528,5.0,2319136.1566730435,463827.2313346087,3,4,4,11,Champions (핵심 VIP)
C1286863734,422,384,3.0,463624.61790906056,154541.5393030202,4,4,4,12,Champions (핵심 VIP)
C1286879425,397,409,3.0,119814.70452262345,39938.23484087448,4,4,3,11,Champions (핵심 VIP)
C1287408343,404,402,3.0,641016.0886305883,213672.0295435294,4,4,4,12,Champions (핵심 VIP)
C1288758706,283,523,5.0,532437.8489725908,106487.56979451815,3,4,4,11,Champions (핵심 VIP)
C1290996054,262,544,3.0,376789.48954764043,125596.49651588015,3,4,4,11,Champions (핵심 VIP)
C1293848677,402,404,3.0,325208.634589165,108402.87819638832,4,4,4,12,Champions (핵심 VIP)
C1295065961,257,549,5.0,692254.8724668971,138450.9744933794,3,4,4,11,Champions (핵심 VIP)
C1296278275,786,20,5.0,1436190.4442985584,287238.08885971166,4,4,4,12,Champions (핵심 VIP)
C129715126,393,413,5.0,1354952.9762880742,270990.59525761486,4,4,4,12,Champions (핵심 VIP)
C129830890,395,411,5.0,619558.1857413057,123911.63714826114,4,4,4,12,Champions (핵심 VIP)
C1299565699,373,433,5.0,262766.84588505555,52553.36917701111,4,4,4,12,Champions (핵심 VIP)
C1301669661,450,356,5.0,932492.808463455,186498.561692691,4,4,4,12,Champions (핵심 VIP)
C1303799607,347,459,3.0,222399.2746034742,74133.0915344914,4,4,4,12,Champions (핵심 VIP)
C1303942687,279,527,4.0,1336107.410876628,334026.852719157,3,4,4,11,Champions (핵심 VIP)
C1305125963,783,23,5.0,346351.3145864127,69270.26291728254,4,4,4,12,Champions (핵심 VIP)
C1305743829,328,478,4.0,752553.3193833178,188138.32984582946,3,4,4,11,Champions (핵심 VIP)
C1306428771,426,380,4.0,128911.41896745602,32227.854741864005,4,4,3,11,Champions (핵심 VIP)
C1307036437,348,458,3.0,745411.5969425184,248470.5323141728,4,4,4,12,Champions (핵심 VIP)
C1310931939,374,432,4.0,1031402.6913161448,257850.6728290362,4,4,4,12,Champions (핵심 VIP)
C1312279230,426,380,3.0,417968.6911929607,139322.89706432025,4,4,4,12,Champions (핵심 VIP)
C1312908045,252,554,4.0,692810.4368448637,173202.60921121592,3,4,4,11,Champions (핵심 VIP)
C1313830879,372,434,4.0,143991.76154072618,35997.940385181544,4,4,3,11,Champions (핵심 VIP)
C1314262912,499,307,5.0,517590.61558378616,103518.12311675723,4,4,4,12,Champions (핵심 VIP)
C1314470614,303,503,5.0,1197848.5994069595,239569.7198813919,3,4,4,11,Champions (핵심 VIP)
C1314946214,759,47,4.0,61333.68599155103,15333.421497887757,4,4,3,11,Champions (핵심 VIP)
C1316440971,282,524,4.0,961004.9349787119,240251.23374467797,3,4,4,11,Champions (핵심 VIP)
C1318168195,347,459,3.0,693346.7184478494,231115.5728159498,4,4,4,12,Champions (핵심 VIP)
C1318413702,443,363,5.0,7796513.233933919,1559302.6467867838,4,4,4,12,Champions (핵심 VIP)
C1319119301,445,361,5.0,1815322.1213885744,363064.42427771486,4,4,4,12,Champions (핵심 VIP)
C1320793361,332,474,4.0,1885928.6461122602,471482.16152806504,3,4,4,11,Champions (핵심 VIP)
C1322604644,378,428,4.0,1107563.2304825163,276890.8076206291,4,4,4,12,Champions (핵심 VIP)
C1322764898,688,118,3.0,845481.1515122752,281827.0505040917,4,4,4,12,Champions (핵심 VIP)
C1323523513,284,522,4.0,328413.2729977997,82103.31824944992,3,4,4,11,Champions (핵심 VIP)
C1324655579,512,294,5.0,1594148.8806006543,318829.77612013085,4,4,4,12,Champions (핵심 VIP)
C1327119147,326,480,4.0,1013375.0148535441,253343.75371338602,3,4,4,11,Champions (핵심 VIP)
C1327474608,377,429,3.0,521810.93887965824,173936.97962655275,4,4,4,12,Champions (핵심 VIP)
C1327602669,345,461,4.0,312947.75432512537,78236.93858128134,3,4,4,11,Champions (핵심 VIP)
C1328927887,330,476,5.0,1084616.8609243487,216923.37218486975,3,4,4,11,Champions (핵심 VIP)
C1329986862,428,378,5.0,2626432.099108395,525286.419821679,4,4,4,12,Champions (핵심 VIP)
C1330551549,300,506,5.0,682387.6507983201,136477.53015966402,3,4,4,11,Champions (핵심 VIP)
C133108699,274,532,4.0,1166446.0792181287,291611.5198045322,3,4,4,11,Champions (핵심 VIP)
C1331311064,478,328,5.0,162882.1242052003,32576.424841040058,4,4,3,11,Champions (핵심 VIP)
C133176430,489,317,5.0,1070426.435033607,214085.28700672142,4,4,4,12,Champions (핵심 VIP)
C1331928540,285,521,4.0,591097.3258408322,147774.33146020805,3,4,4,11,Champions (핵심 VIP)
C1332998161,450,356,4.0,146029.550042722,36507.3875106805,4,4,3,11,Champions (핵심 VIP)
C13335388,298,508,3.0,836846.058495674,278948.6861652247,3,4,4,11,Champions (핵심 VIP)
C1333764729,395,411,4.0,1403019.4339676294,350754.85849190736,4,4,4,12,Champions (핵심 VIP)
C1334885704,251,555,3.0,336710.57171577576,112236.85723859193,3,4,4,11,Champions (핵심 VIP)
C1336451911,443,363,5.0,286101.855919278,57220.3711838556,4,4,4,12,Champions (핵심 VIP)
C1336759953,428,378,4.0,69572.92081074108,17393.23020268527,4,4,3,11,Champions (핵심 VIP)
C1337527349,423,383,4.0,1876717.2547743225,469179.3136935806,4,4,4,12,Champions (핵심 VIP)
C1337959054,397,409,3.0,81785.01337958546,27261.671126528487,4,4,3,11,Champions (핵심 VIP)
C1339899524,356,450,3.0,347230.61005173245,115743.53668391082,4,4,4,12,Champions (핵심 VIP)
C1340796534,326,480,4.0,270962.8539523652,67740.7134880913,3,4,4,11,Champions (핵심 VIP)
C1343263329,422,384,4.0,81768.96257801047,20442.240644502617,4,4,3,11,Champions (핵심 VIP)
C1343512639,370,436,5.0,1162052.456751036,232410.4913502072,4,4,4,12,Champions (핵심 VIP)
C1343887878,473,333,4.0,447497.5920233455,111874.39800583638,4,4,4,12,Champions (핵심 VIP)
C1345347913,455,351,5.0,295321.6638553142,59064.33277106284,4,4,4,12,Champions (핵심 VIP)
C1345370544,377,429,5.0,1676887.1002197224,335377.4200439445,4,4,4,12,Champions (핵심 VIP)
C134629102,422,384,3.0,1150830.9005476069,383610.3001825356,4,4,4,12,Champions (핵심 VIP)
C1347002267,309,497,5.0,1199589.6508641273,239917.93017282546,3,4,4,11,Champions (핵심 VIP)
C1348489436,424,382,3.0,468883.2771313691,156294.42571045636,4,4,4,12,Champions (핵심 VIP)
C1348787389,371,435,3.0,116118.24345826577,38706.08115275526,4,4,3,11,Champions (핵심 VIP)
C1348973183,451,355,3.0,200531.47060694688,66843.82353564896,4,4,4,12,Champions (핵심 VIP)
C1349547097,377,429,4.0,366163.2736397665,91540.81840994162,4,4,4,12,Champions (핵심 VIP)
C1350146728,394,412,5.0,46739.787298522104,9347.957459704421,4,4,3,11,Champions (핵심 VIP)
C1351259712,588,218,5.0,63921.56982710968,12784.313965421936,4,4,3,11,Champions (핵심 VIP)
C1351886032,642,164,5.0,948621.8281919825,189724.3656383965,4,4,4,12,Champions (핵심 VIP)
C1352862578,356,450,3.0,477370.03618586896,159123.34539528965,4,4,4,12,Champions (핵심 VIP)
C135433777,302,504,3.0,579884.9810455757,193294.99368185856,3,4,4,11,Champions (핵심 VIP)
C1355456973,499,307,5.0,173815.68736032076,34763.137472064154,4,4,3,11,Champions (핵심 VIP)
C1356598304,309,497,4.0,649390.8537875838,162347.71344689594,3,4,4,11,Champions (핵심 VIP)
C1356740966,402,404,5.0,101326.86636130484,20265.373272260967,4,4,3,11,Champions (핵심 VIP)
C1356881274,331,475,4.0,728204.2087128412,182051.0521782103,3,4,4,11,Champions (핵심 VIP)
C1357289347,449,357,3.0,244704.51907126326,81568.17302375443,4,4,4,12,Champions (핵심 VIP)
C1357806849,257,549,4.0,1203500.0438107126,300875.01095267816,3,4,4,11,Champions (핵심 VIP)
C1358029169,451,355,3.0,102525.78406741127,34175.261355803756,4,4,3,11,Champions (핵심 VIP)
C1358129008,403,403,3.0,359677.2698222218,119892.42327407392,4,4,4,12,Champions (핵심 VIP)
C1358303807,446,360,5.0,1631145.3196892773,326229.0639378555,4,4,4,12,Champions (핵심 VIP)
C1358870495,784,22,5.0,608088.7408370868,121617.74816741736,4,4,4,12,Champions (핵심 VIP)
C1358968278,734,72,3.0,5113249.348527338,1704416.4495091129,4,4,4,12,Champions (핵심 VIP)
C1359174504,311,495,4.0,738189.3232119257,184547.33080298142,3,4,4,11,Champions (핵심 VIP)
C1359869447,257,549,5.0,298377.05754154455,59675.41150830891,3,4,4,11,Champions (핵심 VIP)
C1360074984,502,304,5.0,75024.14804028416,15004.82960805683,4,4,3,11,Champions (핵심 VIP)
C1362275461,347,459,3.0,600966.189198996,200322.06306633202,4,4,4,12,Champions (핵심 VIP)
C1362825768,419,387,3.0,829283.0712732902,276427.69042443007,4,4,4,12,Champions (핵심 VIP)
C1365054455,372,434,3.0,199426.96632207782,66475.6554406926,4,4,4,12,Champions (핵심 VIP)
C1365122413,423,383,4.0,57113.26739817989,14278.316849544972,4,4,3,11,Champions (핵심 VIP)
C1365199046,621,185,5.0,134672.95725502062,26934.591451004126,4,4,3,11,Champions (핵심 VIP)
C1365245798,444,362,5.0,4587917.057174506,917583.4114349012,4,4,4,12,Champions (핵심 VIP)
C1367016113,374,432,5.0,973864.6116746673,194772.92233493348,4,4,4,12,Champions (핵심 VIP)
C136727006,464,342,3.0,963734.1767701956,321244.7255900652,4,4,4,12,Champions (핵심 VIP)
C1367548374,378,428,5.0,516809.86404208175,103361.97280841635,4,4,4,12,Champions (핵심 VIP)
C1367671145,426,380,5.0,558703.3206309432,111740.66412618864,4,4,4,12,Champions (핵심 VIP)
C1367840646,401,405,5.0,143361.22431480238,28672.244862960477,4,4,3,11,Champions (핵심 VIP)
C1368515007,401,405,3.0,463824.20786882145,154608.06928960714,4,4,4,12,Champions (핵심 VIP)
C1369381870,594,212,4.0,93382.68281743203,23345.670704358006,4,4,3,11,Champions (핵심 VIP)
C1370827550,300,506,3.0,830116.2647209542,276705.42157365143,3,4,4,11,Champions (핵심 VIP)
C1371032446,427,379,5.0,145742.4737093107,29148.494741862138,4,4,3,11,Champions (핵심 VIP)
C1371438225,373,433,5.0,154075.52825208713,30815.105650417427,4,4,3,11,Champions (핵심 VIP)
C1371829869,683,123,5.0,1163962.974207877,232792.5948415754,4,4,4,12,Champions (핵심 VIP)
C137193671,349,457,5.0,365711.11934718175,73142.22386943635,4,4,4,12,Champions (핵심 VIP)
C1372593717,396,410,4.0,91204.53340767148,22801.13335191787,4,4,3,11,Champions (핵심 VIP)
C1373375404,491,315,5.0,7623840.232035528,1524768.0464071056,4,4,4,12,Champions (핵심 VIP)
C1373702635,347,459,4.0,3164818.026922614,791204.5067306535,4,4,4,12,Champions (핵심 VIP)
C1373821680,429,377,3.0,667020.3558471955,222340.11861573183,4,4,4,12,Champions (핵심 VIP)
